conceptType,conceptUri,code,preferredLabel,altLabels,description
ISCOGroup,http://data.europa.eu/esco/isco/C343,343,"Professions intermédiaires de la culture, de la création artistique et des activités culinaires",,
ISCOGroup,http://data.europa.eu/esco/isco/C3431,3431,Photographes,,
ISCOGroup,http://data.europa.eu/esco/isco/C3432,3432,Décorateurs et designers d’intérieurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C3433,3433,"Techniciens de galeries d’art, de musées et de bibliothèques",,
ISCOGroup,http://data.europa.eu/esco/isco/C3434,3434,Chefs cuisiniers,,
ISCOGroup,http://data.europa.eu/esco/isco/C3435,3435,Autres professions intermédiaires de la culture et de la création artistique,,
ISCOGroup,http://data.europa.eu/esco/isco/C35,35,Techniciens de l’information et des communications,,
ISCOGroup,http://data.europa.eu/esco/isco/C351,351,"Techniciens, opérations et soutien aux utilisateurs des technologies de l’information et des communications",,
ISCOGroup,http://data.europa.eu/esco/isco/C3511,3511,"Techniciens des technologies de l’information et des communications, opérations",,
ISCOGroup,http://data.europa.eu/esco/isco/C3512,3512,"Techniciens des technologies de l’information et des communications, soutien aux utilisateurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C3513,3513,"Techniciens, réseaux et systèmes d’ordinateurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C3514,3514,Techniciens de l’internet,,
ISCOGroup,http://data.europa.eu/esco/isco/C352,352,Techniciens des télécommunications et de la radiodiffusion,,
ISCOGroup,http://data.europa.eu/esco/isco/C3521,3521,Techniciens de radiotélévision et d’enregistrement audiovisuel,,
ISCOGroup,http://data.europa.eu/esco/isco/C3522,3522,Techniciens de télécommunications,,
ISCOGroup,http://data.europa.eu/esco/isco/C4,4,Employés de type administratif,,
ISCOGroup,http://data.europa.eu/esco/isco/C41,41,Employés de bureau,,
ISCOGroup,http://data.europa.eu/esco/isco/C411,411,"Employés de bureau, fonctions générales",,
ISCOGroup,http://data.europa.eu/esco/isco/C4110,4110,"Employés de bureau, fonctions générales",,
ISCOGroup,http://data.europa.eu/esco/isco/C412,412,Secrétaires (fonctions générales),,
ISCOGroup,http://data.europa.eu/esco/isco/C4120,4120,Secrétaires (fonctions générales),,
ISCOGroup,http://data.europa.eu/esco/isco/C413,413,Opérateurs sur clavier,,
ISCOGroup,http://data.europa.eu/esco/isco/C4131,4131,Dactylographes et opérateurs de traitement de texte,,
ISCOGroup,http://data.europa.eu/esco/isco/C4132,4132,Opérateurs sur clavier numérique,,
ISCOGroup,http://data.europa.eu/esco/isco/C42,42,"Employés de réception, guichetiers et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C421,421,"Guichetiers, encaisseurs et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C4211,4211,Guichetiers de banque et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C4212,4212,Croupiers et assimilés dans le secteur des jeux de hasard,,
ISCOGroup,http://data.europa.eu/esco/isco/C4213,4213,Prêteurs sur gages et bailleurs de fonds,,
ISCOGroup,http://data.europa.eu/esco/isco/C4214,4214,Encaisseurs et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C422,422,Employés chargés d’informer la clientèle,,
ISCOGroup,http://data.europa.eu/esco/isco/C4221,4221,Consultants et employés d’agence de voyages,,
ISCOGroup,http://data.europa.eu/esco/isco/C4222,4222,Employés de centre d'appel,,
ISCOGroup,http://data.europa.eu/esco/isco/C4223,4223,Téléphonistes-standardistes,,
ISCOGroup,http://data.europa.eu/esco/isco/C4224,4224,"Réceptionnistes, hôtellerie",,
ISCOGroup,http://data.europa.eu/esco/isco/C4225,4225,"Employés, service d’information",,
ISCOGroup,http://data.europa.eu/esco/isco/C4226,4226,Réceptionnistes (fonctions générales),,
ISCOGroup,http://data.europa.eu/esco/isco/C4227,4227,"Intervieweurs, enquêtes et études de marché",,
ISCOGroup,http://data.europa.eu/esco/isco/C4229,4229,Employés chargés d’informer la clientèle non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C43,43,Employés des services comptables et d’approvisionnement,,
ISCOGroup,http://data.europa.eu/esco/isco/C431,431,Employés des services comptables et financiers,,
ISCOGroup,http://data.europa.eu/esco/isco/C4311,4311,Aides comptables et teneurs de livres,,
ISCOGroup,http://data.europa.eu/esco/isco/C4312,4312,Employés de services statistiques ou financiers,,
ISCOGroup,http://data.europa.eu/esco/isco/C4313,4313,"Commis, service de paie",,
ISCOGroup,http://data.europa.eu/esco/isco/C432,432,"Employés d’approvisionnement, d’ordonnancement et des transports",,
ISCOGroup,http://data.europa.eu/esco/isco/C4321,4321,Employés du service des stocks,,
ISCOGroup,http://data.europa.eu/esco/isco/C4322,4322,Employés du service d’ordonnancement de la production,,
ISCOGroup,http://data.europa.eu/esco/isco/C4323,4323,Employés du service des transports,,
ISCOGroup,http://data.europa.eu/esco/isco/C44,44,Autres employés de type administratif,,
ISCOGroup,http://data.europa.eu/esco/isco/C441,441,Autres employés de type administratif,,
ISCOGroup,http://data.europa.eu/esco/isco/C4411,4411,Employés de bibliothèque,,
ISCOGroup,http://data.europa.eu/esco/isco/C4412,4412,Employés de service du courrier,,
ISCOGroup,http://data.europa.eu/esco/isco/C4413,4413,"Codeurs, correcteurs d’épreuves et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C4414,4414,Écrivains publics et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C4415,4415,Classeurs-archivistes,,
ISCOGroup,http://data.europa.eu/esco/isco/C4416,4416,"Employés, service du personnel",,
ISCOGroup,http://data.europa.eu/esco/isco/C4419,4419,Employés administratifs non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C5,5,"Personnel des services directs aux particuliers, commerçants et vendeurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C51,51,Personnel des services directs aux particuliers,,
ISCOGroup,http://data.europa.eu/esco/isco/C511,511,Agents d’accompagnement et assimilés (transports et tourisme),,
ISCOGroup,http://data.europa.eu/esco/isco/C5111,5111,Agents d’accueil et stewards,,
ISCOGroup,http://data.europa.eu/esco/isco/C5112,5112,Contrôleurs et receveurs de transports publics,,
ISCOGroup,http://data.europa.eu/esco/isco/C5113,5113,Guides,,
ISCOGroup,http://data.europa.eu/esco/isco/C512,512,Cuisiniers,,
ISCOGroup,http://data.europa.eu/esco/isco/C5120,5120,Cuisiniers,,
ISCOGroup,http://data.europa.eu/esco/isco/C513,513,Serveurs et barmen,,
ISCOGroup,http://data.europa.eu/esco/isco/C5131,5131,Serveurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C5132,5132,Barmen,,
ISCOGroup,http://data.europa.eu/esco/isco/C514,514,"Coiffeurs, esthéticiens et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C5141,5141,Coiffeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C5142,5142,Esthéticiens et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C515,515,"Intendants, gouvernantes et concierges",,
ISCOGroup,http://data.europa.eu/esco/isco/C5151,5151,"Intendants et superviseurs des services de nettoyage de bureaux, des hôtels et d’autres établissements",,
ISCOGroup,http://data.europa.eu/esco/isco/C5152,5152,Gouvernantes et intendants à domicile,,
ISCOGroup,http://data.europa.eu/esco/isco/C5153,5153,Concierges,,
ISCOGroup,http://data.europa.eu/esco/isco/C516,516,Autre personnel des services directs aux particuliers,,
ISCOGroup,http://data.europa.eu/esco/isco/C5161,5161,"Astrologues, diseurs de bonne aventure et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C5162,5162,Personnel de compagnie et valets de chambre,,
ISCOGroup,http://data.europa.eu/esco/isco/C5163,5163,Agents de pompes funèbres et embaumeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C5164,5164,Toiletteurs et gardiens d’animaux,,
ISCOGroup,http://data.europa.eu/esco/isco/C5165,5165,Moniteurs d’auto-école,,
ISCOGroup,http://data.europa.eu/esco/isco/C5169,5169,"Personnel des services directs aux particuliers, non classé ailleurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C52,52,Commerçants et vendeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C521,521,Vendeurs sur les marchés et vendeurs ambulants de comestibles,,
ISCOGroup,http://data.europa.eu/esco/isco/C5211,5211,Vendeurs à l’étal et sur les marchés,,
ISCOGroup,http://data.europa.eu/esco/isco/C5212,5212,Vendeurs ambulants de comestibles,,
ISCOGroup,http://data.europa.eu/esco/isco/C522,522,"Commerçants et vendeurs, magasins",,
ISCOGroup,http://data.europa.eu/esco/isco/C5221,5221,"Commerçants, magasins",,
ISCOGroup,http://data.europa.eu/esco/isco/C5222,5222,"Superviseurs, magasins",,
ISCOGroup,http://data.europa.eu/esco/isco/C5223,5223,"Vendeurs, magasin",,
ISCOGroup,http://data.europa.eu/esco/isco/C523,523,Caissiers et billettistes,,
ISCOGroup,http://data.europa.eu/esco/isco/C5230,5230,Caissiers et billettistes,,
ISCOGroup,http://data.europa.eu/esco/isco/C524,524,Autres vendeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C5241,5241,Mannequins et autres modèles,,
ISCOGroup,http://data.europa.eu/esco/isco/C5242,5242,Démonstrateurs en magasin,,
ISCOGroup,http://data.europa.eu/esco/isco/C5243,5243,Vendeurs au porte-à-porte,,
ISCOGroup,http://data.europa.eu/esco/isco/C5244,5244,Télévendeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C5245,5245,Pompistes,,
ISCOGroup,http://data.europa.eu/esco/isco/C5246,5246,"Commis au comptoir, restauration rapide",,
ISCOGroup,http://data.europa.eu/esco/isco/C5249,5249,Vendeurs non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C53,53,Personnel soignant,,
ISCOGroup,http://data.europa.eu/esco/isco/C531,531,Gardes d'enfants et aides-enseignants,,
ISCOGroup,http://data.europa.eu/esco/isco/C5311,5311,Gardes d’enfants,,
ISCOGroup,http://data.europa.eu/esco/isco/C5312,5312,Aides-enseignants,,
ISCOGroup,http://data.europa.eu/esco/isco/C532,532,Aides-soignants,,
ISCOGroup,http://data.europa.eu/esco/isco/C5321,5321,Aides-soignants en institution,,
ISCOGroup,http://data.europa.eu/esco/isco/C5322,5322,Aides-soignants à domicile,,
ISCOGroup,http://data.europa.eu/esco/isco/C5329,5329,"Personnel soignant et assimilé, non classé ailleurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C54,54,Personnel des services de protection et de sécurité,,
ISCOGroup,http://data.europa.eu/esco/isco/C541,541,Personnel des services de protection et de sécurité,,
ISCOGroup,http://data.europa.eu/esco/isco/C5411,5411,Pompiers,,
ISCOGroup,http://data.europa.eu/esco/isco/C5412,5412,Agents de police,,
ISCOGroup,http://data.europa.eu/esco/isco/C5413,5413,Gardiens de prison,,
ISCOGroup,http://data.europa.eu/esco/isco/C5414,5414,Agents de sécurité,,
ISCOGroup,http://data.europa.eu/esco/isco/C5419,5419,"Personnel des services de protection et de sécurité, non classé ailleurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C6,6,"Agriculteurs et ouvriers qualifiés de l’agriculture, de la sylviculture et de la pêche",,
ISCOGroup,http://data.europa.eu/esco/isco/C61,61,Agriculteurs et ouvriers qualifiés de l’agriculture commerciale,,
ISCOGroup,http://data.europa.eu/esco/isco/C611,611,"Agriculteurs et ouvriers qualifiés, cultures commerciales",,
ISCOGroup,http://data.europa.eu/esco/isco/C6111,6111,"Agriculteurs et ouvriers qualifiés, cultures de plein champ",,
ISCOGroup,http://data.europa.eu/esco/isco/C6112,6112,Arboriculteurs et ouvriers qualifiés de l’arboriculture,,
ISCOGroup,http://data.europa.eu/esco/isco/C6113,6113,Agriculteurs et ouvriers qualifiés de l’horticulture et des pépinières,,
ISCOGroup,http://data.europa.eu/esco/isco/C6114,6114,"Agriculteurs et ouvriers qualifiés, cultures diversifiées",,
ISCOGroup,http://data.europa.eu/esco/isco/C612,612,Éleveurs et ouvriers qualifiés de l’élevage commercial et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C6121,6121,Éleveurs et ouvriers qualifiés de l’élevage de bétail,,
ISCOGroup,http://data.europa.eu/esco/isco/C6122,6122,Aviculteurs et ouvriers qualifiés de l’aviculture,,
ISCOGroup,http://data.europa.eu/esco/isco/C6123,6123,"Apiculteurs, sériciculteurs et ouvriers qualifiés de l’apiculture et de la sériciculture",,
ISCOGroup,http://data.europa.eu/esco/isco/C6129,6129,"Éleveurs et ouvriers qualifiés de l’élevage commercial et assimilés, non classés ailleurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C613,613,Agriculteurs et ouvriers qualifiés des cultures et de l’élevage à but commercial,,
ISCOGroup,http://data.europa.eu/esco/isco/C6130,6130,Agriculteurs et ouvriers qualifiés des cultures et de l’élevage à but commercial,,
ISCOGroup,http://data.europa.eu/esco/isco/C62,62,"Professions commerciales qualifiées de la sylviculture, de la pêche et de la chasse",,
ISCOGroup,http://data.europa.eu/esco/isco/C621,621,Professions de la sylviculture et assimilées,,
ISCOGroup,http://data.europa.eu/esco/isco/C6210,6210,Exploitants et ouvriers forestiers,,
ISCOGroup,http://data.europa.eu/esco/isco/C622,622,"Pêcheurs, chasseurs et trappeurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C6221,6221,Aquaculteurs et ouvriers de l’aquaculture,,
ISCOGroup,http://data.europa.eu/esco/isco/C6222,6222,Pêcheurs de la pêche côtière et en eaux intérieures,,
ISCOGroup,http://data.europa.eu/esco/isco/C6223,6223,Pêcheurs de la pêche en haute mer,,
ISCOGroup,http://data.europa.eu/esco/isco/C6224,6224,Chasseurs et trappeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C63,63,"Agriculteurs, pêcheurs, chasseurs et cueilleurs de subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C631,631,"Agriculteurs, subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C6310,6310,"Agriculteurs, subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C632,632,"Éleveurs de bétail, subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C6320,6320,"Éleveurs de bétail, subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C633,633,"Agriculteurs et éleveurs, subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C6330,6330,"Agriculteurs et éleveurs, subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C634,634,"Pêcheurs, chasseurs, trappeurs et cueilleurs, subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C6340,6340,"Pêcheurs, chasseurs, trappeurs et cueilleurs, subsistance",,
ISCOGroup,http://data.europa.eu/esco/isco/C7,7,Métiers qualifiés de l’industrie et de l’artisanat,,
ISCOGroup,http://data.europa.eu/esco/isco/C71,71,"Métiers qualifiés du bâtiment et assimilés, sauf électriciens",,
ISCOGroup,http://data.europa.eu/esco/isco/C711,711,Métiers qualifiés du bâtiment (gros œuvre) et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7111,7111,Constructeurs de maisons,,
ISCOGroup,http://data.europa.eu/esco/isco/C7112,7112,Maçons,,
ISCOGroup,http://data.europa.eu/esco/isco/C7113,7113,Fendeurs et tailleurs de pierre,,
ISCOGroup,http://data.europa.eu/esco/isco/C7114,7114,"Constructeurs en béton armé, maçons ragréeurs et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7115,7115,Charpentiers en bois et menuisiers du bâtiment,,
ISCOGroup,http://data.europa.eu/esco/isco/C7119,7119,Métiers qualifiés du bâtiment (gros œuvre) et assimilés non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C712,712,Métiers qualifiés du bâtiment (finitions) et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7121,7121,Couvreurs et zingueurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C7122,7122,Poseurs de revêtements de sol et carreleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C7123,7123,Plâtriers,,
ISCOGroup,http://data.europa.eu/esco/isco/C7124,7124,Monteurs en isolation thermique et acoustique,,
ISCOGroup,http://data.europa.eu/esco/isco/C7125,7125,Vitriers,,
ISCOGroup,http://data.europa.eu/esco/isco/C7126,7126,Plombiers et tuyauteurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C7127,7127,Mécaniciens-installateurs réfrigération et climatisation,,
ISCOGroup,http://data.europa.eu/esco/isco/C713,713,"Ouvriers peintres, ravaleurs de façades et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7131,7131,Peintres en bâtiment et poseurs de papiers peints,,
ISCOGroup,http://data.europa.eu/esco/isco/C7132,7132,"Laqueurs, vernisseurs et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7133,7133,Ravaleurs de façades et ramoneurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C72,72,"Métiers qualifiés de la métallurgie, de la construction mécanique et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C721,721,"Mouleurs de fonderie, soudeurs, tôliers-chaudronniers, monteurs de charpentes métalliques et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7211,7211,Mouleurs et noyauteurs de fonderie,,
ISCOGroup,http://data.europa.eu/esco/isco/C7212,7212,Soudeurs et oxycoupeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C7213,7213,Tôliers-chaudronniers,,
ISCOGroup,http://data.europa.eu/esco/isco/C7214,7214,Charpentiers métalliers et monteurs de charpentes métalliques,,
ISCOGroup,http://data.europa.eu/esco/isco/C7215,7215,Gréeurs et épisseurs de câbles,,
ISCOGroup,http://data.europa.eu/esco/isco/C722,722,"Forgerons, outilleurs et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7221,7221,"Forgerons, estampeurs et conducteurs de presses à forger",,
ISCOGroup,http://data.europa.eu/esco/isco/C7222,7222,Outilleurs et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7223,7223,Régleurs et conducteurs de machines-outils,,
ISCOGroup,http://data.europa.eu/esco/isco/C7224,7224,"Meuleurs, polisseurs et affûteurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C723,723,Mécaniciens et réparateurs de machines,,
ISCOGroup,http://data.europa.eu/esco/isco/C7231,7231,Mécaniciens et réparateurs de véhicules à moteur,,
ISCOGroup,http://data.europa.eu/esco/isco/C7232,7232,Mécaniciens et réparateurs de moteurs d’avion,,
ISCOGroup,http://data.europa.eu/esco/isco/C7233,7233,Mécaniciens et réparateurs de machines agricoles et industrielles,,
ISCOGroup,http://data.europa.eu/esco/isco/C7234,7234,Réparateurs de bicyclettes et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C73,73,Métiers qualifiés de l’artisanat et de l’imprimerie,,
ISCOGroup,http://data.europa.eu/esco/isco/C731,731,Métiers de l’artisanat,,
ISCOGroup,http://data.europa.eu/esco/isco/C7311,7311,Mécaniciens-réparateurs d’instruments de précision,,
ISCOGroup,http://data.europa.eu/esco/isco/C7312,7312,Facteurs et accordeurs d’instruments de musique,,
ISCOGroup,http://data.europa.eu/esco/isco/C7313,7313,Joailliers et orfèvres,,
ISCOGroup,http://data.europa.eu/esco/isco/C7314,7314,Potiers et assimilés (produits céramiques et abrasifs),,
ISCOGroup,http://data.europa.eu/esco/isco/C7315,7315,"Souffleurs, mouleurs, tailleurs, meuleurs et polisseurs de verre",,
ISCOGroup,http://data.europa.eu/esco/isco/C7316,7316,"Peintres d’enseignes, peintres-décorateurs et graveurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C7317,7317,Métiers de l’artisanat sur bois et sur des matériaux similaires,,
ISCOGroup,http://data.europa.eu/esco/isco/C7318,7318,"Métiers de l’artisanat sur textile, sur cuir et sur des matériaux similaires",,
ISCOGroup,http://data.europa.eu/esco/isco/C7319,7319,Métiers de l’artisanat non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C732,732,Métiers de l’imprimerie,,
ISCOGroup,http://data.europa.eu/esco/isco/C7321,7321,Compositeurs et préparateurs en forme imprimante et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7322,7322,Imprimeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C7323,7323,Relieurs et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C74,74,Métiers de l’électricité et de l’électrotechnique,,
ISCOGroup,http://data.europa.eu/esco/isco/C741,741,"Installateurs et réparateurs, équipements électriques",,
ISCOGroup,http://data.europa.eu/esco/isco/C7411,7411,Électriciens du bâtiment et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7412,7412,Mécaniciens et ajusteurs d’appareils électriques,,
ISCOGroup,http://data.europa.eu/esco/isco/C7413,7413,Monteurs et réparateurs de lignes électriques,,
ISCOGroup,http://data.europa.eu/esco/isco/C742,742,"Monteurs et réparateurs, électronique et télécommunications",,
ISCOGroup,http://data.europa.eu/esco/isco/C7421,7421,Mécaniciens et réparateurs d'appareils électroniques,,
ISCOGroup,http://data.europa.eu/esco/isco/C7422,7422,"Monteurs et réparateurs, technologies de l’information et des communications",,
ISCOGroup,http://data.europa.eu/esco/isco/C75,75,"Métiers de l’alimentation, du travail sur bois, de l’habillement et autres métiers qualifiés de l’industrie et de l’artisanat",,
ISCOGroup,http://data.europa.eu/esco/isco/C751,751,Métiers qualifiés de l’alimentation et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7511,7511,"Bouchers, poissonniers et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7512,7512,"Boulangers, pâtissiers et confiseurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C7513,7513,Fabricants des produits laitiers,,
ISCOGroup,http://data.europa.eu/esco/isco/C7514,7514,"Conserveurs de fruits, de légumes et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7515,7515,Dégustateurs et classeurs de denrées alimentaires et de boissons,,
ISCOGroup,http://data.europa.eu/esco/isco/C7516,7516,Métiers qualifiés de la préparation du tabac et de la fabrication des produits du tabac,,
ISCOGroup,http://data.europa.eu/esco/isco/C752,752,"Métiers qualifiés du traitement du bois, ébénistes et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7521,7521,Métiers qualifiés du traitement du bois,,
ISCOGroup,http://data.europa.eu/esco/isco/C7522,7522,"Ébénistes, menuisiers et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7523,7523,Régleurs et conducteurs de machines à bois,,
ISCOGroup,http://data.europa.eu/esco/isco/C753,753,Métiers qualifiés de l’habillement et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7531,7531,"Tailleurs, couturiers, fourreurs, modistes et chapeliers",,
ISCOGroup,http://data.europa.eu/esco/isco/C7532,7532,Métiers qualifiés de la coupe de vêtements et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7533,7533,"Couseurs, brodeurs et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C7534,7534,Tapissiers et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C7535,7535,"Tanneurs, peaussiers et mégissiers",,
ISCOGroup,http://data.europa.eu/esco/isco/C7536,7536,Cordonniers et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C754,754,Autres métiers qualifiés de l’industrie et de l’artisanat,,
ISCOGroup,http://data.europa.eu/esco/isco/C7541,7541,Scaphandriers et plongeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C7542,7542,Boutefeux,,
ISCOGroup,http://data.europa.eu/esco/isco/C7543,7543,Classeurs et essayeurs de produits (à l’exception des aliments et des boissons),,
ISCOGroup,http://data.europa.eu/esco/isco/C7544,7544,Fumigateurs et préposés au contrôle de la vermine et des mauvaises herbes,,
ISCOGroup,http://data.europa.eu/esco/isco/C7549,7549,Métiers qualifiés de l’industrie et de l’artisanat non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C8,8,"Conducteurs d’installations et de machines, et ouvriers de l’assemblage",,
ISCOGroup,http://data.europa.eu/esco/isco/C81,81,Conducteurs de machines et d’installations fixes,,
ISCOGroup,http://data.europa.eu/esco/isco/C811,811,Conducteurs d’installations d’exploitation minière et d’extraction des minéraux,,
ISCOGroup,http://data.europa.eu/esco/isco/C8111,8111,Mineurs et conducteurs d’installations de mine,,
ISCOGroup,http://data.europa.eu/esco/isco/C8112,8112,Conducteurs d’installations de préparation des minerais et de la roche,,
ISCOGroup,http://data.europa.eu/esco/isco/C8113,8113,"Foreurs, sondeurs de puits et assimilés",,
ISCOGroup,http://data.europa.eu/esco/isco/C8114,8114,"Conducteurs de machines à fabriquer du ciment, de la pierre et d’autres produits minéraux",,
ISCOGroup,http://data.europa.eu/esco/isco/C812,812,Conducteurs d’installations de transformation et de traitement superficiel des métaux,,
ISCOGroup,http://data.europa.eu/esco/isco/C8121,8121,Conducteurs d’installations de transformation et de traitement des métaux,,
ISCOGroup,http://data.europa.eu/esco/isco/C8122,8122,Conducteurs d’installations de traitement superficiel des métaux,,
ISCOGroup,http://data.europa.eu/esco/isco/C813,813,Conducteurs d’installations et de machines pour la fabrication des produits chimiques et photographiques,,
ISCOGroup,http://data.europa.eu/esco/isco/C8131,8131,Conducteurs d’installations et de machines de traitement chimique,,
ISCOGroup,http://data.europa.eu/esco/isco/C8132,8132,Conducteurs de machines pour la fabrication des produits photographiques,,
ISCOGroup,http://data.europa.eu/esco/isco/C814,814,"Conducteurs de machines pour la fabrication de produits en caoutchouc, en matières plastiques et en papeterie",,
ISCOGroup,http://data.europa.eu/esco/isco/C8141,8141,Conducteurs de machines pour la fabrication des produits en caoutchouc,,
ISCOGroup,http://data.europa.eu/esco/isco/C8142,8142,Conducteurs de machines pour la fabrication de produits en matières plastiques,,
ISCOGroup,http://data.europa.eu/esco/isco/C8143,8143,Conducteurs de machines de papeterie,,
ISCOGroup,http://data.europa.eu/esco/isco/C815,815,Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir,,
ISCOGroup,http://data.europa.eu/esco/isco/C8151,8151,"Conducteurs de machines à préparer les fibres, à filer et à bobiner",,
ISCOGroup,http://data.europa.eu/esco/isco/C8152,8152,Conducteurs de métiers mécaniques à tisser et à tricoter,,
ISCOGroup,http://data.europa.eu/esco/isco/C8153,8153,Conducteurs de machines à coudre,,
ISCOGroup,http://data.europa.eu/esco/isco/C8154,8154,"Conducteurs de machines à blanchir, à teindre et à nettoyer les tissus",,
ISCOGroup,http://data.europa.eu/esco/isco/C8155,8155,Conducteurs de machines à préparer les fourrures et le cuir,,
ISCOGroup,http://data.europa.eu/esco/isco/C8156,8156,Conducteurs de machines pour la fabrication des chaussures et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C8157,8157,Conducteurs de machines de blanchisserie,,
ISCOGroup,http://data.europa.eu/esco/isco/C8159,8159,"Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir, non classés ailleurs",,
ISCOGroup,http://data.europa.eu/esco/isco/C816,816,Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes,,
ISCOGroup,http://data.europa.eu/esco/isco/C8160,8160,Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes,,
ISCOGroup,http://data.europa.eu/esco/isco/C817,817,Conducteurs d’installations pour la fabrication du papier et pour le travail du bois,,
ISCOGroup,http://data.europa.eu/esco/isco/C8171,8171,Conducteurs d’installations pour la fabrication du papier et de la pâte à papier,,
ISCOGroup,http://data.europa.eu/esco/isco/C8172,8172,Conducteurs d’installations pour le travail du bois,,
ISCOGroup,http://data.europa.eu/esco/isco/C818,818,Autres conducteurs de machines et d’installations fixes,,
ISCOGroup,http://data.europa.eu/esco/isco/C8181,8181,d’installations de verrerie et de céramique,,
ISCOGroup,http://data.europa.eu/esco/isco/C8182,8182,Chauffeurs de machines à vapeur et de chaudières,,
